candidate_id,shape_rule,scale_state,lookback_min,hold_min,pooled_gate,year_gate,concentration_gate,plateau_pass,eligible,rejection_reason
DRIVE_UP__STR_B20_40|NONE|LB30|H720,DRIVE_UP__STR_B20_40,NONE,30,720,False,False,False,False,False,POOLED_GATE|YEAR_GATE|CONCENTRATION_GATE|PLATEAU_GATE
DRIVE_UP__STR_B20_40|NONE|LB30|H960,DRIVE_UP__STR_B20_40,NONE,30,960,False,False,False,False,False,POOLED_GATE|YEAR_GATE|CONCENTRATION_GATE|PLATEAU_GATE
DRIVE_UP__STR_B20_40|RAW_RANGE_LB_LOW|LB30|H60,DRIVE_UP__STR_B20_40,RAW_RANGE_LB_LOW,30,60,False,False,False,False,False,POOLED_GATE|YEAR_GATE|CONCENTRATION_GATE|PLATEAU_GATE
DRIVE_UP__STR_B20_40|RAW_RANGE_LB_LOW|LB30|H120,DRIVE_UP__STR_B20_40,RAW_RANGE_LB_LOW,30,120,False,False,False,False,False,POOLED_GATE|YEAR_GATE|CONCENTRATION_GATE|PLATEAU_GATE
DRIVE_UP__STR_B20_40|RAW_RANGE_LB_LOW|LB30|H240,DRIVE_UP__STR_B20_40,RAW_RANGE_LB_LOW,30,240,False,False,False,False,False,POOLED_GATE|YEAR_GATE|CONCENTRATION_GATE|PLATEAU_GATE
DRIVE_UP__STR_B20_40|RAW_RANGE_LB_LOW|LB30|H360,DRIVE_UP__STR_B20_40,RAW_RANGE_LB_LOW,30,360,False,False,False,False,False,POOLED_GATE|YEAR_GATE|CONCENTRATION_GATE|PLATEAU_GATE
DRIVE_UP__STR_B20_40|RAW_RANGE_LB_LOW|LB30|H720,DRIVE_UP__STR_B20_40,RAW_RANGE_LB_LOW,30,720,False,False,False,False,False,POOLED_GATE|YEAR_GATE|CONCENTRATION_GATE|PLATEAU_GATE
DRIVE_UP__STR_B20_40|RAW_RANGE_LB_LOW|LB30|H960,DRIVE_UP__STR_B20_40,RAW_RANGE_LB_LOW,30,960,False,False,False,False,False,POOLED_GATE|YEAR_GATE|CONCENTRATION_GATE|PLATEAU_GATE
DRIVE_UP__STR_B20_40|RAW_RANGE_LB_MID|LB30|H60,DRIVE_UP__STR_B20_40,RAW_RANGE_LB_MID,30,60,False,False,False,False,False,POOLED_GATE|YEAR_GATE|CONCENTRATION_GATE|PLATEAU_GATE
DRIVE_UP__STR_B20_40|RAW_RANGE_LB_MID|LB30|H120,DRIVE_UP__STR_B20_40,RAW_RANGE_LB_MID,30,120,False,False,False,False,False,POOLED_GATE|YEAR_GATE|CONCENTRATION_GATE|PLATEAU_GATE
DRIVE_UP__STR_B20_40|RAW_RANGE_LB_MID|LB30|H240,DRIVE_UP__STR_B20_40,RAW_RANGE_LB_MID,30,240,False,False,False,False,False,POOLED_GATE|YEAR_GATE|CONCENTRATION_GATE|PLATEAU_GATE
DRIVE_UP__STR_B20_40|RAW_RANGE_LB_MID|LB30|H360,DRIVE_UP__STR_B20_40,RAW_RANGE_LB_MID,30,360,False,False,False,False,False,POOLED_GATE|YEAR_GATE|CONCENTRATION_GATE|PLATEAU_GATE
DRIVE_UP__STR_B20_40|RAW_RANGE_LB_MID|LB30|H720,DRIVE_UP__STR_B20_40,RAW_RANGE_LB_MID,30,720,False,False,False,False,False,POOLED_GATE|YEAR_GATE|CONCENTRATION_GATE|PLATEAU_GATE
DRIVE_UP__STR_B20_40|RAW_RANGE_LB_MID|LB30|H960,DRIVE_UP__STR_B20_40,RAW_RANGE_LB_MID,30,960,False,False,False,False,False,POOLED_GATE|YEAR_GATE|CONCENTRATION_GATE|PLATEAU_GATE
DRIVE_UP__STR_B20_40|RAW_RANGE_LB_HIGH|LB30|H60,DRIVE_UP__STR_B20_40,RAW_RANGE_LB_HIGH,30,60,False,False,False,False,False,POOLED_GATE|YEAR_GATE|CONCENTRATION_GATE|PLATEAU_GATE
DRIVE_UP__STR_B20_40|RAW_RANGE_LB_HIGH|LB30|H120,DRIVE_UP__STR_B20_40,RAW_RANGE_LB_HIGH,30,120,False,False,False,False,False,POOLED_GATE|YEAR_GATE|CONCENTRATION_GATE|PLATEAU_GATE
DRIVE_UP__STR_B20_40|RAW_RANGE_LB_HIGH|LB30|H240,DRIVE_UP__STR_B20_40,RAW_RANGE_LB_HIGH,30,240,False,False,False,False,False,POOLED_GATE|YEAR_GATE|CONCENTRATION_GATE|PLATEAU_GATE
DRIVE_UP__STR_B20_40|RAW_RANGE_LB_HIGH|LB30|H360,DRIVE_UP__STR_B20_40,RAW_RANGE_LB_HIGH,30,360,False,False,False,False,False,POOLED_GATE|YEAR_GATE|CONCENTRATION_GATE|PLATEAU_GATE
DRIVE_UP__STR_B20_40|RAW_RANGE_LB_HIGH|LB30|H720,DRIVE_UP__STR_B20_40,RAW_RANGE_LB_HIGH,30,720,False,False,True,False,False,POOLED_GATE|YEAR_GATE|PLATEAU_GATE
DRIVE_UP__STR_B20_40|RAW_RANGE_LB_HIGH|LB30|H960,DRIVE_UP__STR_B20_40,RAW_RANGE_LB_HIGH,30,960,False,False,True,False,False,POOLED_GATE|YEAR_GATE|PLATEAU_GATE
DRIVE_UP__STR_B20_40|RANGE_24H_LOW|LB30|H60,DRIVE_UP__STR_B20_40,RANGE_24H_LOW,30,60,False,False,False,False,False,POOLED_GATE|YEAR_GATE|CONCENTRATION_GATE|PLATEAU_GATE
DRIVE_UP__STR_B20_40|RANGE_24H_LOW|LB30|H120,DRIVE_UP__STR_B20_40,RANGE_24H_LOW,30,120,False,False,False,False,False,POOLED_GATE|YEAR_GATE|CONCENTRATION_GATE|PLATEAU_GATE
DRIVE_UP__STR_B20_40|RANGE_24H_LOW|LB30|H240,DRIVE_UP__STR_B20_40,RANGE_24H_LOW,30,240,False,False,False,False,False,POOLED_GATE|YEAR_GATE|CONCENTRATION_GATE|PLATEAU_GATE
DRIVE_UP__STR_B20_40|RANGE_24H_LOW|LB30|H360,DRIVE_UP__STR_B20_40,RANGE_24H_LOW,30,360,False,False,False,False,False,POOLED_GATE|YEAR_GATE|CONCENTRATION_GATE|PLATEAU_GATE
DRIVE_UP__STR_B20_40|RANGE_24H_LOW|LB30|H720,DRIVE_UP__STR_B20_40,RANGE_24H_LOW,30,720,False,False,False,False,False,POOLED_GATE|YEAR_GATE|CONCENTRATION_GATE|PLATEAU_GATE
DRIVE_UP__STR_B20_40|RANGE_24H_LOW|LB30|H960,DRIVE_UP__STR_B20_40,RANGE_24H_LOW,30,960,False,False,False,False,False,POOLED_GATE|YEAR_GATE|CONCENTRATION_GATE|PLATEAU_GATE
DRIVE_UP__STR_B20_40|RANGE_24H_MID|LB30|H60,DRIVE_UP__STR_B20_40,RANGE_24H_MID,30,60,False,False,False,False,False,POOLED_GATE|YEAR_GATE|CONCENTRATION_GATE|PLATEAU_GATE
DRIVE_UP__STR_B20_40|RANGE_24H_MID|LB30|H120,DRIVE_UP__STR_B20_40,RANGE_24H_MID,30,120,False,False,False,False,False,POOLED_GATE|YEAR_GATE|CONCENTRATION_GATE|PLATEAU_GATE
DRIVE_UP__STR_B20_40|RANGE_24H_MID|LB30|H240,DRIVE_UP__STR_B20_40,RANGE_24H_MID,30,240,False,False,False,False,False,POOLED_GATE|YEAR_GATE|CONCENTRATION_GATE|PLATEAU_GATE
DRIVE_UP__STR_B20_40|RANGE_24H_MID|LB30|H360,DRIVE_UP__STR_B20_40,RANGE_24H_MID,30,360,False,False,False,False,False,POOLED_GATE|YEAR_GATE|CONCENTRATION_GATE|PLATEAU_GATE
DRIVE_UP__STR_B20_40|RANGE_24H_MID|LB30|H720,DRIVE_UP__STR_B20_40,RANGE_24H_MID,30,720,False,False,False,False,False,POOLED_GATE|YEAR_GATE|CONCENTRATION_GATE|PLATEAU_GATE
DRIVE_UP__STR_B20_40|RANGE_24H_MID|LB30|H960,DRIVE_UP__STR_B20_40,RANGE_24H_MID,30,960,False,False,False,False,False,POOLED_GATE|YEAR_GATE|CONCENTRATION_GATE|PLATEAU_GATE
DRIVE_UP__STR_B20_40|RANGE_24H_HIGH|LB30|H60,DRIVE_UP__STR_B20_40,RANGE_24H_HIGH,30,60,False,False,False,False,False,POOLED_GATE|YEAR_GATE|CONCENTRATION_GATE|PLATEAU_GATE
DRIVE_UP__STR_B20_40|RANGE_24H_HIGH|LB30|H120,DRIVE_UP__STR_B20_40,RANGE_24H_HIGH,30,120,False,False,False,False,False,POOLED_GATE|YEAR_GATE|CONCENTRATION_GATE|PLATEAU_GATE
DRIVE_UP__STR_B20_40|RANGE_24H_HIGH|LB30|H240,DRIVE_UP__STR_B20_40,RANGE_24H_HIGH,30,240,False,False,False,False,False,POOLED_GATE|YEAR_GATE|CONCENTRATION_GATE|PLATEAU_GATE
DRIVE_UP__STR_B20_40|RANGE_24H_HIGH|LB30|H360,DRIVE_UP__STR_B20_40,RANGE_24H_HIGH,30,360,False,False,False,False,False,POOLED_GATE|YEAR_GATE|CONCENTRATION_GATE|PLATEAU_GATE
DRIVE_UP__STR_B20_40|RANGE_24H_HIGH|LB30|H720,DRIVE_UP__STR_B20_40,RANGE_24H_HIGH,30,720,False,False,False,False,False,POOLED_GATE|YEAR_GATE|CONCENTRATION_GATE|PLATEAU_GATE
DRIVE_UP__STR_B20_40|RANGE_24H_HIGH|LB30|H960,DRIVE_UP__STR_B20_40,RANGE_24H_HIGH,30,960,False,False,False,False,False,POOLED_GATE|YEAR_GATE|CONCENTRATION_GATE|PLATEAU_GATE
DRIVE_UP__STR_B20_40|RANGE_72H_LOW|LB30|H60,DRIVE_UP__STR_B20_40,RANGE_72H_LOW,30,60,False,False,False,False,False,POOLED_GATE|YEAR_GATE|CONCENTRATION_GATE|PLATEAU_GATE
DRIVE_UP__STR_B20_40|RANGE_72H_LOW|LB30|H120,DRIVE_UP__STR_B20_40,RANGE_72H_LOW,30,120,False,False,False,False,False,POOLED_GATE|YEAR_GATE|CONCENTRATION_GATE|PLATEAU_GATE
DRIVE_UP__STR_B20_40|RANGE_72H_LOW|LB30|H240,DRIVE_UP__STR_B20_40,RANGE_72H_LOW,30,240,False,False,False,False,False,POOLED_GATE|YEAR_GATE|CONCENTRATION_GATE|PLATEAU_GATE
DRIVE_UP__STR_B20_40|RANGE_72H_LOW|LB30|H360,DRIVE_UP__STR_B20_40,RANGE_72H_LOW,30,360,False,False,False,False,False,POOLED_GATE|YEAR_GATE|CONCENTRATION_GATE|PLATEAU_GATE
DRIVE_UP__STR_B20_40|RANGE_72H_LOW|LB30|H720,DRIVE_UP__STR_B20_40,RANGE_72H_LOW,30,720,False,False,False,False,False,POOLED_GATE|YEAR_GATE|CONCENTRATION_GATE|PLATEAU_GATE
DRIVE_UP__STR_B20_40|RANGE_72H_LOW|LB30|H960,DRIVE_UP__STR_B20_40,RANGE_72H_LOW,30,960,False,False,False,False,False,POOLED_GATE|YEAR_GATE|CONCENTRATION_GATE|PLATEAU_GATE
DRIVE_UP__STR_B20_40|RANGE_72H_MID|LB30|H60,DRIVE_UP__STR_B20_40,RANGE_72H_MID,30,60,False,False,False,False,False,POOLED_GATE|YEAR_GATE|CONCENTRATION_GATE|PLATEAU_GATE
DRIVE_UP__STR_B20_40|RANGE_72H_MID|LB30|H120,DRIVE_UP__STR_B20_40,RANGE_72H_MID,30,120,False,False,False,False,False,POOLED_GATE|YEAR_GATE|CONCENTRATION_GATE|PLATEAU_GATE
DRIVE_UP__STR_B20_40|RANGE_72H_MID|LB30|H240,DRIVE_UP__STR_B20_40,RANGE_72H_MID,30,240,False,False,False,False,False,POOLED_GATE|YEAR_GATE|CONCENTRATION_GATE|PLATEAU_GATE
DRIVE_UP__STR_B20_40|RANGE_72H_MID|LB30|H360,DRIVE_UP__STR_B20_40,RANGE_72H_MID,30,360,False,False,False,False,False,POOLED_GATE|YEAR_GATE|CONCENTRATION_GATE|PLATEAU_GATE
DRIVE_UP__STR_B20_40|RANGE_72H_MID|LB30|H720,DRIVE_UP__STR_B20_40,RANGE_72H_MID,30,720,False,False,False,False,False,POOLED_GATE|YEAR_GATE|CONCENTRATION_GATE|PLATEAU_GATE
DRIVE_UP__STR_B20_40|RANGE_72H_MID|LB30|H960,DRIVE_UP__STR_B20_40,RANGE_72H_MID,30,960,False,False,False,False,False,POOLED_GATE|YEAR_GATE|CONCENTRATION_GATE|PLATEAU_GATE
DRIVE_UP__STR_B20_40|RANGE_72H_HIGH|LB30|H60,DRIVE_UP__STR_B20_40,RANGE_72H_HIGH,30,60,False,False,False,False,False,POOLED_GATE|YEAR_GATE|CONCENTRATION_GATE|PLATEAU_GATE
DRIVE_UP__STR_B20_40|RANGE_72H_HIGH|LB30|H120,DRIVE_UP__STR_B20_40,RANGE_72H_HIGH,30,120,False,False,False,False,False,POOLED_GATE|YEAR_GATE|CONCENTRATION_GATE|PLATEAU_GATE
DRIVE_UP__STR_B20_40|RANGE_72H_HIGH|LB30|H240,DRIVE_UP__STR_B20_40,RANGE_72H_HIGH,30,240,False,False,False,False,False,POOLED_GATE|YEAR_GATE|CONCENTRATION_GATE|PLATEAU_GATE
DRIVE_UP__STR_B20_40|RANGE_72H_HIGH|LB30|H360,DRIVE_UP__STR_B20_40,RANGE_72H_HIGH,30,360,False,False,False,False,False,POOLED_GATE|YEAR_GATE|CONCENTRATION_GATE|PLATEAU_GATE
DRIVE_UP__STR_B20_40|RANGE_72H_HIGH|LB30|H720,DRIVE_UP__STR_B20_40,RANGE_72H_HIGH,30,720,False,False,False,False,False,POOLED_GATE|YEAR_GATE|CONCENTRATION_GATE|PLATEAU_GATE
DRIVE_UP__STR_B20_40|RANGE_72H_HIGH|LB30|H960,DRIVE_UP__STR_B20_40,RANGE_72H_HIGH,30,960,False,False,False,False,False,POOLED_GATE|YEAR_GATE|CONCENTRATION_GATE|PLATEAU_GATE
DRIVE_UP__STR_B20_40|RANGE_RATIO_24_72_LOW|LB30|H60,DRIVE_UP__STR_B20_40,RANGE_RATIO_24_72_LOW,30,60,False,False,False,False,False,POOLED_GATE|YEAR_GATE|CONCENTRATION_GATE|PLATEAU_GATE
DRIVE_UP__STR_B20_40|RANGE_RATIO_24_72_LOW|LB30|H120,DRIVE_UP__STR_B20_40,RANGE_RATIO_24_72_LOW,30,120,False,False,False,False,False,POOLED_GATE|YEAR_GATE|CONCENTRATION_GATE|PLATEAU_GATE
DRIVE_UP__STR_B20_40|RANGE_RATIO_24_72_LOW|LB30|H240,DRIVE_UP__STR_B20_40,RANGE_RATIO_24_72_LOW,30,240,False,False,False,False,False,POOLED_GATE|YEAR_GATE|CONCENTRATION_GATE|PLATEAU_GATE
DRIVE_UP__STR_B20_40|RANGE_RATIO_24_72_LOW|LB30|H360,DRIVE_UP__STR_B20_40,RANGE_RATIO_24_72_LOW,30,360,False,False,False,False,False,POOLED_GATE|YEAR_GATE|CONCENTRATION_GATE|PLATEAU_GATE
DRIVE_UP__STR_B20_40|RANGE_RATIO_24_72_LOW|LB30|H720,DRIVE_UP__STR_B20_40,RANGE_RATIO_24_72_LOW,30,720,False,False,False,False,False,POOLED_GATE|YEAR_GATE|CONCENTRATION_GATE|PLATEAU_GATE
DRIVE_UP__STR_B20_40|RANGE_RATIO_24_72_LOW|LB30|H960,DRIVE_UP__STR_B20_40,RANGE_RATIO_24_72_LOW,30,960,False,False,False,False,False,POOLED_GATE|YEAR_GATE|CONCENTRATION_GATE|PLATEAU_GATE
DRIVE_UP__STR_B20_40|RANGE_RATIO_24_72_MID|LB30|H60,DRIVE_UP__STR_B20_40,RANGE_RATIO_24_72_MID,30,60,False,False,False,False,False,POOLED_GATE|YEAR_GATE|CONCENTRATION_GATE|PLATEAU_GATE
DRIVE_UP__STR_B20_40|RANGE_RATIO_24_72_MID|LB30|H120,DRIVE_UP__STR_B20_40,RANGE_RATIO_24_72_MID,30,120,False,False,False,False,False,POOLED_GATE|YEAR_GATE|CONCENTRATION_GATE|PLATEAU_GATE
DRIVE_UP__STR_B20_40|RANGE_RATIO_24_72_MID|LB30|H240,DRIVE_UP__STR_B20_40,RANGE_RATIO_24_72_MID,30,240,False,False,False,False,False,POOLED_GATE|YEAR_GATE|CONCENTRATION_GATE|PLATEAU_GATE
DRIVE_UP__STR_B20_40|RANGE_RATIO_24_72_MID|LB30|H360,DRIVE_UP__STR_B20_40,RANGE_RATIO_24_72_MID,30,360,False,False,False,False,False,POOLED_GATE|YEAR_GATE|CONCENTRATION_GATE|PLATEAU_GATE
DRIVE_UP__STR_B20_40|RANGE_RATIO_24_72_MID|LB30|H720,DRIVE_UP__STR_B20_40,RANGE_RATIO_24_72_MID,30,720,False,False,False,False,False,POOLED_GATE|YEAR_GATE|CONCENTRATION_GATE|PLATEAU_GATE
DRIVE_UP__STR_B20_40|RANGE_RATIO_24_72_MID|LB30|H960,DRIVE_UP__STR_B20_40,RANGE_RATIO_24_72_MID,30,960,False,False,False,False,False,POOLED_GATE|YEAR_GATE|CONCENTRATION_GATE|PLATEAU_GATE
DRIVE_UP__STR_B20_40|RANGE_RATIO_24_72_HIGH|LB30|H60,DRIVE_UP__STR_B20_40,RANGE_RATIO_24_72_HIGH,30,60,False,False,False,False,False,POOLED_GATE|YEAR_GATE|CONCENTRATION_GATE|PLATEAU_GATE
DRIVE_UP__STR_B20_40|RANGE_RATIO_24_72_HIGH|LB30|H120,DRIVE_UP__STR_B20_40,RANGE_RATIO_24_72_HIGH,30,120,False,False,False,False,False,POOLED_GATE|YEAR_GATE|CONCENTRATION_GATE|PLATEAU_GATE
DRIVE_UP__STR_B20_40|RANGE_RATIO_24_72_HIGH|LB30|H240,DRIVE_UP__STR_B20_40,RANGE_RATIO_24_72_HIGH,30,240,False,False,False,False,False,POOLED_GATE|YEAR_GATE|CONCENTRATION_GATE|PLATEAU_GATE
DRIVE_UP__STR_B20_40|RANGE_RATIO_24_72_HIGH|LB30|H360,DRIVE_UP__STR_B20_40,RANGE_RATIO_24_72_HIGH,30,360,False,False,False,False,False,POOLED_GATE|YEAR_GATE|CONCENTRATION_GATE|PLATEAU_GATE
DRIVE_UP__STR_B20_40|RANGE_RATIO_24_72_HIGH|LB30|H720,DRIVE_UP__STR_B20_40,RANGE_RATIO_24_72_HIGH,30,720,False,False,False,False,False,POOLED_GATE|YEAR_GATE|CONCENTRATION_GATE|PLATEAU_GATE
DRIVE_UP__STR_B20_40|RANGE_RATIO_24_72_HIGH|LB30|H960,DRIVE_UP__STR_B20_40,RANGE_RATIO_24_72_HIGH,30,960,False,False,False,False,False,POOLED_GATE|YEAR_GATE|CONCENTRATION_GATE|PLATEAU_GATE
DRIVE_UP__STR_B40_60|NONE|LB30|H60,DRIVE_UP__STR_B40_60,NONE,30,60,False,False,False,False,False,POOLED_GATE|YEAR_GATE|CONCENTRATION_GATE|PLATEAU_GATE
DRIVE_UP__STR_B40_60|NONE|LB30|H120,DRIVE_UP__STR_B40_60,NONE,30,120,False,False,False,False,False,POOLED_GATE|YEAR_GATE|CONCENTRATION_GATE|PLATEAU_GATE
DRIVE_UP__STR_B40_60|NONE|LB30|H240,DRIVE_UP__STR_B40_60,NONE,30,240,False,False,False,False,False,POOLED_GATE|YEAR_GATE|CONCENTRATION_GATE|PLATEAU_GATE
DRIVE_UP__STR_B40_60|NONE|LB30|H360,DRIVE_UP__STR_B40_60,NONE,30,360,False,False,False,False,False,POOLED_GATE|YEAR_GATE|CONCENTRATION_GATE|PLATEAU_GATE
DRIVE_UP__STR_B40_60|NONE|LB30|H720,DRIVE_UP__STR_B40_60,NONE,30,720,False,False,False,False,False,POOLED_GATE|YEAR_GATE|CONCENTRATION_GATE|PLATEAU_GATE
DRIVE_UP__STR_B40_60|NONE|LB30|H960,DRIVE_UP__STR_B40_60,NONE,30,960,False,False,False,False,False,POOLED_GATE|YEAR_GATE|CONCENTRATION_GATE|PLATEAU_GATE
DRIVE_UP__STR_B40_60|RAW_RANGE_LB_LOW|LB30|H60,DRIVE_UP__STR_B40_60,RAW_RANGE_LB_LOW,30,60,False,False,False,False,False,POOLED_GATE|YEAR_GATE|CONCENTRATION_GATE|PLATEAU_GATE
DRIVE_UP__STR_B40_60|RAW_RANGE_LB_LOW|LB30|H120,DRIVE_UP__STR_B40_60,RAW_RANGE_LB_LOW,30,120,False,False,False,False,False,POOLED_GATE|YEAR_GATE|CONCENTRATION_GATE|PLATEAU_GATE
DRIVE_UP__STR_B40_60|RAW_RANGE_LB_LOW|LB30|H240,DRIVE_UP__STR_B40_60,RAW_RANGE_LB_LOW,30,240,False,False,False,False,False,POOLED_GATE|YEAR_GATE|CONCENTRATION_GATE|PLATEAU_GATE
DRIVE_UP__STR_B40_60|RAW_RANGE_LB_LOW|LB30|H360,DRIVE_UP__STR_B40_60,RAW_RANGE_LB_LOW,30,360,False,False,False,False,False,POOLED_GATE|YEAR_GATE|CONCENTRATION_GATE|PLATEAU_GATE
DRIVE_UP__STR_B40_60|RAW_RANGE_LB_LOW|LB30|H720,DRIVE_UP__STR_B40_60,RAW_RANGE_LB_LOW,30,720,False,False,False,False,False,POOLED_GATE|YEAR_GATE|CONCENTRATION_GATE|PLATEAU_GATE
DRIVE_UP__STR_B40_60|RAW_RANGE_LB_LOW|LB30|H960,DRIVE_UP__STR_B40_60,RAW_RANGE_LB_LOW,30,960,False,False,False,False,False,POOLED_GATE|YEAR_GATE|CONCENTRATION_GATE|PLATEAU_GATE
DRIVE_UP__STR_B40_60|RAW_RANGE_LB_MID|LB30|H60,DRIVE_UP__STR_B40_60,RAW_RANGE_LB_MID,30,60,False,False,False,False,False,POOLED_GATE|YEAR_GATE|CONCENTRATION_GATE|PLATEAU_GATE
DRIVE_UP__STR_B40_60|RAW_RANGE_LB_MID|LB30|H120,DRIVE_UP__STR_B40_60,RAW_RANGE_LB_MID,30,120,False,False,False,False,False,POOLED_GATE|YEAR_GATE|CONCENTRATION_GATE|PLATEAU_GATE
DRIVE_UP__STR_B40_60|RAW_RANGE_LB_MID|LB30|H240,DRIVE_UP__STR_B40_60,RAW_RANGE_LB_MID,30,240,False,False,False,False,False,POOLED_GATE|YEAR_GATE|CONCENTRATION_GATE|PLATEAU_GATE
DRIVE_UP__STR_B40_60|RAW_RANGE_LB_MID|LB30|H360,DRIVE_UP__STR_B40_60,RAW_RANGE_LB_MID,30,360,False,False,False,False,False,POOLED_GATE|YEAR_GATE|CONCENTRATION_GATE|PLATEAU_GATE
DRIVE_UP__STR_B40_60|RAW_RANGE_LB_MID|LB30|H720,DRIVE_UP__STR_B40_60,RAW_RANGE_LB_MID,30,720,False,False,False,False,False,POOLED_GATE|YEAR_GATE|CONCENTRATION_GATE|PLATEAU_GATE
DRIVE_UP__STR_B40_60|RAW_RANGE_LB_MID|LB30|H960,DRIVE_UP__STR_B40_60,RAW_RANGE_LB_MID,30,960,False,False,False,False,False,POOLED_GATE|YEAR_GATE|CONCENTRATION_GATE|PLATEAU_GATE
DRIVE_UP__STR_B40_60|RAW_RANGE_LB_HIGH|LB30|H60,DRIVE_UP__STR_B40_60,RAW_RANGE_LB_HIGH,30,60,False,False,False,False,False,POOLED_GATE|YEAR_GATE|CONCENTRATION_GATE|PLATEAU_GATE
DRIVE_UP__STR_B40_60|RAW_RANGE_LB_HIGH|LB30|H120,DRIVE_UP__STR_B40_60,RAW_RANGE_LB_HIGH,30,120,False,False,False,False,False,POOLED_GATE|YEAR_GATE|CONCENTRATION_GATE|PLATEAU_GATE
DRIVE_UP__STR_B40_60|RAW_RANGE_LB_HIGH|LB30|H240,DRIVE_UP__STR_B40_60,RAW_RANGE_LB_HIGH,30,240,False,False,False,False,False,POOLED_GATE|YEAR_GATE|CONCENTRATION_GATE|PLATEAU_GATE
DRIVE_UP__STR_B40_60|RAW_RANGE_LB_HIGH|LB30|H360,DRIVE_UP__STR_B40_60,RAW_RANGE_LB_HIGH,30,360,False,False,False,False,False,POOLED_GATE|YEAR_GATE|CONCENTRATION_GATE|PLATEAU_GATE
DRIVE_UP__STR_B40_60|RAW_RANGE_LB_HIGH|LB30|H720,DRIVE_UP__STR_B40_60,RAW_RANGE_LB_HIGH,30,720,False,False,True,True,False,POOLED_GATE|YEAR_GATE
DRIVE_UP__STR_B40_60|RAW_RANGE_LB_HIGH|LB30|H960,DRIVE_UP__STR_B40_60,RAW_RANGE_LB_HIGH,30,960,False,False,True,True,False,POOLED_GATE|YEAR_GATE
DRIVE_UP__STR_B40_60|RANGE_24H_LOW|LB30|H60,DRIVE_UP__STR_B40_60,RANGE_24H_LOW,30,60,False,False,False,False,False,POOLED_GATE|YEAR_GATE|CONCENTRATION_GATE|PLATEAU_GATE
DRIVE_UP__STR_B40_60|RANGE_24H_LOW|LB30|H120,DRIVE_UP__STR_B40_60,RANGE_24H_LOW,30,120,False,False,False,False,False,POOLED_GATE|YEAR_GATE|CONCENTRATION_GATE|PLATEAU_GATE
DRIVE_UP__STR_B40_60|RANGE_24H_LOW|LB30|H240,DRIVE_UP__STR_B40_60,RANGE_24H_LOW,30,240,False,False,False,False,False,POOLED_GATE|YEAR_GATE|CONCENTRATION_GATE|PLATEAU_GATE
DRIVE_UP__STR_B40_60|RANGE_24H_LOW|LB30|H360,DRIVE_UP__STR_B40_60,RANGE_24H_LOW,30,360,False,False,False,False,False,POOLED_GATE|YEAR_GATE|CONCENTRATION_GATE|PLATEAU_GATE
DRIVE_UP__STR_B40_60|RANGE_24H_LOW|LB30|H720,DRIVE_UP__STR_B40_60,RANGE_24H_LOW,30,720,False,False,False,False,False,POOLED_GATE|YEAR_GATE|CONCENTRATION_GATE|PLATEAU_GATE
DRIVE_UP__STR_B40_60|RANGE_24H_LOW|LB30|H960,DRIVE_UP__STR_B40_60,RANGE_24H_LOW,30,960,False,False,False,False,False,POOLED_GATE|YEAR_GATE|CONCENTRATION_GATE|PLATEAU_GATE
DRIVE_UP__STR_B40_60|RANGE_24H_MID|LB30|H60,DRIVE_UP__STR_B40_60,RANGE_24H_MID,30,60,False,False,False,False,False,POOLED_GATE|YEAR_GATE|CONCENTRATION_GATE|PLATEAU_GATE
DRIVE_UP__STR_B40_60|RANGE_24H_MID|LB30|H120,DRIVE_UP__STR_B40_60,RANGE_24H_MID,30,120,False,False,False,False,False,POOLED_GATE|YEAR_GATE|CONCENTRATION_GATE|PLATEAU_GATE
DRIVE_UP__STR_B40_60|RANGE_24H_MID|LB30|H240,DRIVE_UP__STR_B40_60,RANGE_24H_MID,30,240,False,False,False,False,False,POOLED_GATE|YEAR_GATE|CONCENTRATION_GATE|PLATEAU_GATE
DRIVE_UP__STR_B40_60|RANGE_24H_MID|LB30|H360,DRIVE_UP__STR_B40_60,RANGE_24H_MID,30,360,False,False,False,False,False,POOLED_GATE|YEAR_GATE|CONCENTRATION_GATE|PLATEAU_GATE
DRIVE_UP__STR_B40_60|RANGE_24H_MID|LB30|H720,DRIVE_UP__STR_B40_60,RANGE_24H_MID,30,720,False,False,False,False,False,POOLED_GATE|YEAR_GATE|CONCENTRATION_GATE|PLATEAU_GATE
DRIVE_UP__STR_B40_60|RANGE_24H_MID|LB30|H960,DRIVE_UP__STR_B40_60,RANGE_24H_MID,30,960,False,False,False,False,False,POOLED_GATE|YEAR_GATE|CONCENTRATION_GATE|PLATEAU_GATE
DRIVE_UP__STR_B40_60|RANGE_24H_HIGH|LB30|H60,DRIVE_UP__STR_B40_60,RANGE_24H_HIGH,30,60,False,False,False,False,False,POOLED_GATE|YEAR_GATE|CONCENTRATION_GATE|PLATEAU_GATE
DRIVE_UP__STR_B40_60|RANGE_24H_HIGH|LB30|H120,DRIVE_UP__STR_B40_60,RANGE_24H_HIGH,30,120,False,False,False,False,False,POOLED_GATE|YEAR_GATE|CONCENTRATION_GATE|PLATEAU_GATE
